CH4,C2H4,C2H2,FAULT
269.9474,763.4564,2068.8521,D1
565.6927,43.5336,705.3099,D1
2356.7602,994.5556,1005.7878,D1
609.8394,377.1057,973.3054,D1
701.0413,305.1757,2495.7693,D1
1267.3353,47.79,326.6927,D1
49.0791,0.856,179.3202,D1
2402.1968,273.2962,2107.2239,D1
160.5801,6.6292,56.2243,D1
84.097,12.1441,1386.2402,D1
2550.9636,42.9131,1871.9009,D1
41.9241,3.7849,210.3289,D1
1740.9748,208.3799,2210.7957,D1
1434.4886,335.4875,3056.7164,D1
1027.3998,632.0269,1320.4381,D1
1501.755,726.8206,2696.2669,D1
120.3176,54.3376,73.7444,D1
469.7507,34.4778,400.3187,D1
104.8164,78.3041,448.6359,D1
801.6283,38.1027,1338.7522,D1
92.0492,11.252,101.3492,D1
1062.4703,354.1527,792.298,D1
249.5368,52.0651,66.4121,D1
534.7431,259.6243,421.4326,D1
2107.8454,1046.0032,1655.3544,D1
802.1317,649.1864,2631.7351,D1
1090.0604,361.2005,1761.3034,D1
455.1778,291.3906,675.3542,D1
513.9713,169.4027,1443.7696,D1
2690.4411,87.6884,976.4712,D1
2736.5308,83.5255,455.9546,D1
551.1435,405.0442,1795.8881,D1
995.3982,200.2499,2325.6149,D1
584.0184,180.3764,778.062,D1
1806.6167,218.4696,2429.8621,D1
1037.3236,123.2977,546.5055,D1
77.6585,121.9896,500.4646,D1
458.1218,637.0698,2775.2483,D1
1559.2904,772.771,1340.8309,D1
138.2281,19.7121,74.6728,D1
1058.9185,17.5859,641.8072,D1
2275.1237,288.6108,933.0792,D1
2437.3582,48.9664,714.1412,D1
2631.3102,519.6537,1106.188,D1
1128.3656,118.7541,1092.9107,D1
2933.0167,247.1991,741.7978,D1
479.5139,269.3471,1887.4251,D1
1714.9397,589.1978,1415.2676,D1
302.6554,206.6044,548.6331,D1
102.8557,47.4117,462.1042,D1
1216.8107,268.5729,2315.2291,D1
1762.4508,922.1906,1234.6337,D1
94.2912,44.4756,105.286,D1
1379.5433,1103.1014,2603.6325,D1
284.8758,570.4898,1743.7762,D1
443.4771,407.3942,2428.3761,D1
770.2342,127.5005,962.9507,D1
1328.4699,253.5177,960.1746,D1
224.1087,86.982,281.1588,D1
1015.6068,372.314,418.5229,D1
855.6462,837.2047,1959.5176,D1
1002.6088,126.4531,1229.9993,D1
375.9944,220.9003,611.6995,D1
206.5581,565.8545,2518.9805,D1
328.4612,369.1969,1991.3198,D1
77.2002,23.2532,172.3628,D1
303.056,383.327,1224.6505,D1
1874.7299,247.3865,1980.9391,D1
1711.6135,427.6747,792.4841,D1
1038.7058,152.6615,889.7915,D1
517.5495,384.8978,1483.0651,D1
851.974,28.8073,1084.7763,D1
1848.6569,640.4286,632.9794,D1
1764.1339,466.8894,2260.2315,D1
1629.7358,178.2067,1278.6894,D1
324.4612,229.3386,882.1614,D1
974.8818,428.7719,784.5176,D1
472.8177,294.9023,539.7244,D1
1480.6893,887.6537,2204.8361,D1
56.7563,62.9649,283.2607,D1
1483.5127,858.9758,1685.3825,D1
7.4749,6.6388,38.007,D1
1115.3442,156.3409,194.3423,D1
1378.1486,737.4368,1383.3509,D1
969.5355,273.9719,1592.0693,D1
1018.0404,52.744,244.5015,D1
330.1044,188.5369,808.0893,D1
1838.5597,360.7735,1627.9498,D1
15.0854,1.1934,18.8193,D1
437.7,84.0742,1085.1487,D1
1155.2876,293.7002,310.1062,D1
624.0373,24.4901,2313.1243,D1
1446.2075,360.7834,1241.3244,D1
212.8081,382.3873,1131.5996,D1
321.2832,47.0602,162.5948,D1
1926.3565,536.6331,1347.8067,D1
23.2111,325.8625,1159.535,D1
939.4694,38.6641,815.207,D1
74.7176,172.8777,1977.2621,D1
999.8628,310.9595,3651.2899,D1
1355.8421,336.9761,589.7546,D1
95.7245,25.864,29.5053,D1
787.2599,11.8931,160.8224,D1
3425.6901,345.8759,644.7072,D1
2482.7911,274.5229,1477.2134,D1
1612.8051,130.1523,1268.3038,D1
2811.447,660.2578,754.4292,D1
729.5206,323.4976,1402.3652,D1
421.8335,172.4216,1991.4745,D1
2805.9551,135.679,1406.027,D1
1652.1846,84.2904,450.0175,D1
792.0293,383.9792,1138.8536,D1
700.2156,152.0334,314.2722,D1
755.0542,52.4607,3491.9902,D1
1079.3626,42.7624,512.2777,D1
564.8784,406.2585,3712.0142,D1
814.0191,375.9572,1365.662,D1
1574.8933,148.8601,2261.6693,D1
722.3866,8.0623,1239.7634,D1
56.9645,20.6873,49.2237,D1
841.7917,275.6052,1897.7777,D1
2035.0429,170.7884,598.6199,D1
199.2779,64.5878,99.8685,D1
325.794,88.3946,139.6542,D1
480.4184,105.319,103.3891,D1
137.0846,383.4311,1781.3901,D1
187.8011,82.2386,836.886,D1
2110.6679,758.0865,699.6218,D1
87.3716,67.5132,207.3114,D1
2440.8567,653.9255,737.3762,D1
2373.1368,363.0706,569.5414,D1
552.1728,589.9289,2389.6532,D1
3381.3051,110.6646,507.6578,D1
1593.6306,188.2923,421.1201,D1
149.7793,545.048,3373.9053,D1
502.5715,253.1546,289.0711,D1
1127.0992,11.1967,1103.2795,D1
679.6538,194.1457,223.5958,D1
963.161,416.7782,3575.4078,D1
1172.1505,505.3981,1599.4805,D1
388.6298,232.4356,2367.7277,D1
1126.6096,905.2872,2633.2837,D1
105.6017,270.7321,900.4361,D1
1062.4625,164.1794,846.213,D1
8.3058,63.858,1084.8966,D1
349.238,240.1014,3536.3953,D1
145.6781,50.9693,2668.7105,D1
799.3909,101.137,929.9538,D1
480.175,182.4572,262.1521,D1
496.4996,211.5094,1291.4082,D1
996.9976,528.3486,677.1563,D1
1340.3935,239.0171,2043.1589,D1
816.9227,177.1836,2489.9385,D1
747.1206,668.0847,3369.861,D1
1122.1387,413.5564,604.2645,D1
1149.9034,163.7762,767.2963,D1
296.9983,21.6369,1488.5273,D1
2681.173,385.4071,1829.2607,D1
879.0071,479.8371,1883.5707,D1
712.585,67.7541,177.8969,D1
943.3047,149.4946,654.3656,D1
2730.3306,110.0852,742.5375,D1
111.3836,423.3011,1308.701,D1
713.2655,309.6127,3578.8389,D1
571.2934,120.9957,1804.8057,D1
1036.4293,483.9667,1567.6238,D1
17.1667,271.3424,3178.5678,D1
1437.533,150.1547,2817.0356,D1
2494.663,142.368,1171.5295,D1
535.4858,5.6216,4235.8372,D1
1224.1002,445.0022,2487.0687,D1
3104.3715,36.3819,721.8421,D1
592.318,627.9199,1764.3232,D1
2751.6842,897.6531,1197.9896,D1
555.6557,59.2733,3137.9332,D1
1132.2152,772.7842,2219.0361,D1
372.6149,187.0932,2776.6101,D1
2177.6816,507.6593,2499.7858,D1
1543.5252,546.1246,1411.9271,D1
1513.4638,615.862,1288.8964,D1
203.8086,342.863,1767.4484,D1
738.8694,110.6769,259.1257,D1
806.3339,476.8413,2295.9219,D1
1258.2372,474.7148,2899.9854,D1
1260.5463,694.8919,1650.9232,D1
157.9113,261.054,903.9602,D1
35.4349,18.4599,69.0365,D1
104.3626,60.2093,742.2336,D1
1341.6384,295.4146,2457.0991,D1
87.5683,33.0489,547.004,D1
344.8011,330.724,1574.5283,D1
255.7582,98.8569,149.6849,D1
775.2208,242.2969,260.2654,D1
453.1093,13.1705,2757.0929,D1
1747.6496,645.4295,432.2148,D1
580.9863,344.4545,713.3966,D1
1375.0467,138.5136,2104.3681,D1
31.7627,11.2134,13.004,D1
33.4798,295.4255,886.8287,D1
1087.871,355.5175,833.2736,D1
277.7027,57.8344,80.1997,D1
1647.5981,390.5039,2446.9512,D1
722.5781,529.6293,1456.69,D1
164.3246,655.9975,2669.7751,D1
92.0645,188.0962,2546.0578,D1
196.4535,73.2949,134.4693,D1
830.2571,134.9621,826.6085,D1
2299.2903,242.4565,1128.2041,D1
1338.7587,342.4701,1247.0814,D1
1452.0824,372.8944,508.0418,D1
929.2765,9.9216,869.4546,D1
53.1245,13.9046,759.766,D1
177.2298,97.7301,2215.5332,D1
83.2746,1.5513,26.973,D1
399.7663,328.2645,708.847,D1
285.4656,381.3888,1889.4822,D1
4130.7215,274.4058,824.1433,D1
1579.0151,58.0922,340.7559,D1
455.5625,0.5017,1029.7164,D1
114.7827,20.8486,104.9196,D1
244.6608,33.622,206.099,D1
1295.758,412.8115,1566.7233,D1
82.9646,222.6177,625.8267,D1
1644.6801,523.5057,1609.5048,D1
2119.7993,901.3665,1650.5975,D1
478.5691,515.5389,2879.9473,D1
494.4958,57.7473,248.7808,D1
367.3455,253.3187,901.7762,D1
839.4429,84.0139,215.883,D1
205.1249,195.7137,794.044,D1
2244.3603,609.7642,704.1288,D1
121.9375,60.6899,116.4961,D1
1098.8156,429.8347,2522.0203,D1
73.9606,95.1607,604.5584,D1
2826.5991,83.3122,1301.0925,D1
1414.0012,22.6256,524.1929,D1
285.5877,362.9516,1293.6857,D1
513.3489,66.7065,157.2374,D1
760.5244,42.0307,1303.8535,D1
1790.781,594.2985,831.4032,D1
13.9323,68.7396,452.1253,D1
103.357,209.6083,606.3036,D1
2976.3196,717.2954,1060.1417,D1
1977.5974,22.4096,1578.4215,D1
3198.2691,555.7027,1007.9919,D1
1138.1106,39.4195,1476.0368,D1
1094.7382,409.2517,1484.8569,D1
2326.6484,1809.7286,703.1321,D2
1968.4939,1587.5302,909.4868,D2
18.9983,69.7588,54.261,D2
1709.4751,671.4781,485.1368,D2
307.4213,1132.8735,684.5326,D2
1751.2024,1561.8174,1013.1151,D2
295.311,1305.8322,3000.7277,D2
1486.1252,683.4063,855.4765,D2
233.4648,1085.168,2793.3852,D2
200.9071,127.9386,73.4086,D2
331.6349,1418.0173,872.3398,D2
16.4931,74.6202,139.3764,D2
664.5534,704.8933,642.854,D2
585.8525,1238.618,1038.3459,D2
24.1329,285.7879,524.6354,D2
1417.6998,1385.3436,1611.5364,D2
1014.1915,1097.3633,822.1283,D2
79.4084,182.5824,500.4333,D2
158.4456,128.5522,158.6513,D2
1315.7612,1707.0387,1210.9036,D2
140.1827,2349.6019,1621.8055,D2
1228.4154,1915.8077,1335.8965,D2
54.4893,457.8461,248.1251,D2
776.7014,1199.1908,2526.5848,D2
1761.7562,1607.6083,1653.0782,D2
369.6387,300.708,118.1161,D2
660.76,740.5408,1031.058,D2
507.2664,1559.9148,948.5939,D2
706.7096,2307.8805,1198.818,D2
761.6859,656.8216,978.728,D2
4.2526,193.6923,198.2239,D2
899.268,873.5486,488.0895,D2
189.1164,237.8029,431.3347,D2
290.7571,811.35,2364.1091,D2
735.3156,623.5977,1185.64,D2
268.9741,767.9057,904.5455,D2
422.4551,1178.3997,915.3234,D2
34.2947,49.9517,82.9223,D2
258.4682,336.0313,396.1769,D2
542.0217,504.8996,410.627,D2
80.1941,650.399,443.3228,D2
1018.3315,2109.3334,1777.2511,D2
111.7665,192.6021,212.1646,D2
609.6675,1313.6663,767.7013,D2
532.1868,840.0601,1688.218,D2
316.614,539.0147,928.7117,D2
229.1736,1086.7522,1586.3446,D2
1019.995,1637.7332,1399.1019,D2
1570.6702,1464.4211,1384.4204,D2
446.3915,865.6542,1529.0162,D2
65.4207,38.7704,19.7009,D2
1505.5073,1202.9154,982.6404,D2
882.9873,1661.2652,1168.0282,D2
1740.0937,938.2031,813.4149,D2
111.2394,522.9605,969.1167,D2
39.284,2244.1886,1525.3699,D2
417.8553,504.2601,875.6055,D2
920.0319,2064.7804,1283.1827,D2
560.8902,1813.2662,1323.0172,D2
1298.8704,1065.6219,1670.8994,D2
67.8019,212.1311,259.7545,D2
18.9097,2186.1092,1439.7512,D2
151.0973,2419.6722,2106.8393,D2
932.0834,857.8499,1144.1216,D2
545.793,2081.8074,1118.6461,D2
592.474,1644.9796,1429.8935,D2
316.8202,139.5742,72.3068,D2
2136.0507,1268.7066,1227.8504,D2
47.3814,400.2683,876.4006,D2
568.5895,1094.9377,1715.4663,D2
595.9835,408.6505,471.2686,D2
34.2491,406.1418,579.1966,D2
628.2338,1631.8199,1993.3632,D2
705.6486,525.9764,342.1917,D2
1729.7139,1038.1583,524.8318,D2
1535.5839,1126.5713,604.6906,D2
594.6083,696.5264,1392.5182,D2
90.5289,58.7991,28.878,D2
60.8222,276.3865,189.0376,D2
1093.8769,928.3124,938.9073,D2
155.4518,690.1943,647.5543,D2
489.9029,491.6029,341.41,D2
183.4617,523.8509,556.8973,D2
838.1305,428.2327,301.7775,D2
8.0297,1577.8686,701.4159,D2
39.7222,1221.4383,737.1938,D2
724.6277,1252.1462,1152.3692,D2
504.0627,2902.189,1516.7639,D2
115.0705,586.1827,781.1067,D2
1006.5601,836.3276,1307.6258,D2
15.64,269.1446,526.1691,D2
1085.2425,1529.8497,1557.7091,D2
1078.9133,822.2766,940.3133,D2
1285.8279,1061.0731,513.9442,D2
6.7278,395.2888,307.4074,D2
192.7633,1012.6302,851.8051,D2
45.2833,508.5032,1518.0189,D2
852.0728,1684.8065,1105.8586,D2
81.1877,240.954,165.7505,D2
6.732,96.0855,171.9903,D2
1694.654,1475.3367,1675.937,D2
1634.9172,832.0498,374.4518,D2
190.3552,256.6328,474.3646,D2
114.6707,1152.4612,1229.1038,D2
304.1714,537.6481,1078.9564,D2
12.8069,20.3094,33.9232,D2
219.7442,354.4994,871.9464,D2
856.1715,1315.2837,1279.5649,D2
407.8693,2180.9384,1253.955,D2
383.5958,1126.5036,936.9747,D2
23.989,349.0345,298.36,D2
40.8205,98.8838,85.0933,D2
669.5739,1290.7951,2896.8372,D2
82.76,1892.7789,2248.2293,D2
490.8691,314.6617,619.0212,D2
359.2802,1245.7911,1894.6831,D2
785.5853,781.9232,1110.1132,D2
272.3916,673.4079,1928.7591,D2
513.3442,405.6756,227.935,D2
208.656,1279.9112,2926.7225,D2
788.3791,607.4403,263.8682,D2
2446.482,1657.3618,873.0612,D2
35.6487,296.9322,1001.8187,D2
221.6518,747.565,571.6281,D2
65.0809,2293.2952,2047.4878,D2
227.8816,1021.058,921.7752,D2
64.1803,2525.5762,2567.759,D2
470.0843,206.6192,197.1211,D2
1238.8738,778.9643,897.2274,D2
243.682,465.2202,1112.3832,D2
906.1394,1424.9114,1119.2222,D2
61.5066,564.3385,798.9653,D2
75.8848,240.8768,235.1951,D2
593.0983,1652.0596,1838.2098,D2
32.0413,62.6578,52.5891,D2
120.234,539.5005,1039.6504,D2
338.0811,940.4427,1333.7852,D2
978.476,925.1027,1232.1124,D2
336.821,290.4716,268.551,D2
419.6184,337.0859,164.2837,D2
1480.7764,970.4029,1035.7305,D2
75.3732,180.547,134.4294,D2
1375.1851,1235.692,1604.0389,D2
191.6765,1149.2318,758.2309,D2
107.9379,800.67,1677.5438,D2
1455.45,1523.8567,1090.467,D2
310.6745,832.5697,1012.484,D2
292.5861,500.5551,535.0196,D2
1023.8503,1029.2761,1637.516,D2
55.2871,1143.5742,654.4084,D2
334.2339,939.7511,823.8923,D2
187.4328,544.1965,1232.2952,D2
155.9038,130.2924,139.5512,D2
183.6079,1399.166,2639.9243,D2
1244.2282,676.091,309.0168,D2
41.1597,1299.55,675.9785,D2
513.6824,1877.978,2547.338,D2
612.232,763.5746,879.7182,D2
2067.8809,1011.3246,884.9614,D2
742.1774,824.6144,979.0562,D2
1094.6566,822.1584,1038.1647,D2
451.8164,551.5396,565.4988,D2
59.1426,168.8387,255.6746,D2
2160.8301,941.5369,1171.7306,D2
235.9491,796.424,1464.1908,D2
353.8781,485.9528,557.7905,D2
313.5029,1381.3205,863.809,D2
404.2702,2557.9311,1298.228,D2
1870.8627,1297.1648,879.2719,D2
1108.534,745.4842,1119.0634,D2
499.9974,273.3957,393.744,D2
690.033,758.079,916.7917,D2
590.3529,2789.1581,1427.7737,D2
165.1514,231.1512,201.0588,D2
269.6673,571.2205,1528.0511,D2
194.4563,914.0791,466.6814,D2
153.4148,2508.4712,1065.6909,D2
182.1785,237.0229,447.3975,D2
534.199,1467.7052,1082.7726,D2
306.9236,816.0975,1348.4389,D2
78.5275,313.5603,764.065,D2
1474.2544,1211.0025,1006.7014,D2
181.0369,139.7026,68.8691,D2
857.2891,745.2114,824.266,D2
144.1866,191.9818,149.691,D2
1217.8148,881.8198,353.7759,D2
1129.8094,663.1922,1085.3422,D2
389.6486,780.5605,1615.1873,D2
264.4532,228.004,259.734,D2
742.8628,1468.3044,1080.5299,D2
1923.3074,881.5938,652.8439,D2
343.7048,697.5726,1652.3712,D2
283.1031,1392.9955,1347.9902,D2
168.6957,892.7952,1634.5224,D2
4.712,14.3857,36.2924,D2
72.9916,126.5463,105.0859,D2
924.357,945.6918,749.8834,D2
174.8416,761.0811,414.4791,D2
412.9129,2060.9217,1382.9813,D2
2147.5404,1206.0902,956.2772,D2
688.3358,1250.7544,1285.1375,D2
395.9253,793.25,720.8891,D2
271.9114,1103.5254,3085.3267,D2
688.0265,1541.7837,1733.0013,D2
994.4094,914.0272,1450.0044,D2
1270.6594,1433.8309,918.6368,D2
78.6534,50.7926,102.0021,D2
973.6693,1620.9847,1754.8046,D2
1684.8368,605.6928,533.8052,D2
240.8437,2172.7059,1264.2705,D2
59.5317,1921.2261,1585.8553,D2
648.7911,479.1957,613.8864,D2
750.5389,428.6881,369.7807,D2
1499.725,818.3324,1126.7314,D2
717.4449,1226.792,2180.3986,D2
576.807,1980.4895,1473.6015,D2
342.8796,1022.5476,2525.3124,D2
1412.7924,834.4563,654.0095,D2
0.4543,14.6395,34.7178,D2
276.6867,248.4433,399.7925,D2
376.1003,795.0353,801.261,D2
19.3455,245.9168,124.001,D2
108.8427,1389.9228,910.2998,D2
0.1545,193.9755,284.1606,D2
101.3308,130.4445,142.3764,D2
164.849,940.705,649.9199,D2
529.1844,256.2552,272.8971,D2
633.2254,677.3949,650.5399,D2
444.0872,1049.4626,842.8427,D2
147.5949,747.0788,441.6556,D2
620.4398,865.8616,855.7946,D2
699.853,1332.1372,1355.8106,D2
1064.4893,909.1253,524.9619,D2
610.9663,394.4296,488.27,D2
38.4196,83.0993,64.5084,D2
219.201,635.1158,537.4992,D2
133.1288,1064.0803,1008.1293,D2
109.0097,3151.1004,1908.4468,D2
88.8006,2341.996,951.8023,D2
652.6013,307.5927,350.3391,D2
1051.5109,1140.3641,1720.0563,D2
33.6648,927.8179,2231.3583,D2
773.5933,548.1647,238.5525,D2
373.9889,864.07,647.2866,D2
730.7079,622.1128,989.7485,D2
32.7528,96.5082,51.2715,D2
242.4451,444.1701,354.8,D2
216.0484,427.4954,533.5637,D2
213.8201,1037.0012,804.7628,D2
196.6738,168.7688,202.8288,D2
604.526,464.9029,924.6048,D2
146.9573,2449.837,1939.7678,D2
282.005,229.2095,380.4053,D2
61.1742,294.1659,374.9111,D2
1072.7955,884.6163,809.48,D2
442.5463,1714.0804,2043.5039,D2
1558.4253,1409.0958,1362.3675,D2
851.6659,2114.1769,1690.2189,D2
13.6537,56.0533,58.5643,D2
334.88,1998.2968,1285.2656,D2
727.3421,347.1418,276.5807,D2
932.3422,646.5677,718.7562,D2
45.9272,228.3396,452.5466,D2
1534.9692,1640.4364,1488.8288,D2
1148.5877,1340.9793,1146.6327,D2
31.5765,35.0089,81.5761,D2
180.2127,210.8582,477.905,D2
1486.3063,1173.2434,1606.1979,D2
380.4708,380.6932,387.5063,D2
397.3588,1176.5976,869.3413,D2
1209.1647,1131.0673,507.9621,D2
57.816,499.4886,624.2765,D2
54.1296,193.5077,209.4264,D2
294.9314,904.4431,1134.1878,D2
549.0894,254.9805,182.0789,D2
545.4254,1658.6795,2259.4544,D2
1.9458,5.4249,5.2564,D2
1123.8278,783.2349,926.3078,D2
480.5889,772.296,1513.0148,D2
147.5131,127.5791,248.579,D2
2018.3905,1079.5799,897.7769,D2
693.0253,615.6712,370.2332,D2
601.2392,704.778,858.5447,D2
601.0664,432.9104,602.0691,D2
1223.8546,644.366,646.5262,D2
1092.7095,1004.3374,1462.6032,D2
229.6514,1662.8678,2635.9717,D2
382.9177,868.8488,535.1661,D2
444.6235,1999.8292,1236.5316,D2
176.0583,151.4701,120.7502,D2
1689.3471,1560.0572,574.9959,D2
395.9096,595.242,682.5375,D2
65.8207,78.8665,110.39,D2
594.7933,1031.8699,1701.0,D2
137.9016,1854.4007,2005.9614,D2
744.0671,898.8124,711.576,D2
1023.2561,862.0143,1497.0569,D2
1390.7657,1018.1194,944.8094,D2
47.2373,899.4276,836.4143,D2
1685.0345,1017.8474,445.1819,D2
0.9129,996.1669,520.7714,D2
1411.0835,1741.9422,1338.5248,D2
122.1651,1333.511,807.7748,D2
266.3182,383.5812,373.3737,D2
628.2494,1106.5376,2090.1708,D2
92.6752,717.494,426.1202,D2
259.6899,2535.444,1745.5456,D2
1242.4128,1448.0422,1995.4092,D2
296.7464,948.5187,818.7211,D2
77.7101,1026.2053,513.2479,D2
590.2305,605.7228,1435.4772,D2
153.1105,606.0726,790.79,D2
494.0369,1471.0627,1162.5873,D2
2142.8435,1368.6875,938.9285,D2
304.7407,1318.2032,1258.561,D2
595.9949,683.9583,1709.0206,D2
315.2201,214.0021,168.7199,D2
856.4821,1245.4819,1093.4089,D2
63.0584,2994.5386,1540.619,D2
392.3136,1090.402,1724.2498,D2
1508.8594,1367.1009,2015.2173,D2
202.4729,181.7442,413.8419,D2
1728.6281,1667.8309,1230.1192,D2
85.1015,1232.7063,2560.7952,D2
361.1453,2883.71,1572.8003,D2
1395.8928,1735.1675,1021.0893,D2
1.2062,22.4417,36.8121,D2
439.1071,1339.8772,1481.7941,D2
1753.1623,1753.6992,1409.384,D2
865.1818,1395.3124,2301.8571,D2
2440.0756,1635.754,955.9235,D2
833.6796,1174.1777,2246.0338,D2
53.0407,190.1612,296.8611,D2
141.0087,1476.1205,978.9045,D2
267.7713,1373.3866,3171.8878,D2
332.0724,2750.4498,1148.2647,D2
452.7044,916.4398,713.5366,D2
171.3448,1960.6047,1014.106,D2
48.8337,641.3091,831.5209,D2
222.6562,838.8235,1576.312,D2
26.6232,787.5195,506.569,D2
130.4705,1951.2712,899.7837,D2
466.015,1377.7816,725.3893,D2
583.0555,433.0083,178.2631,D2
649.2454,858.1121,1391.1771,D2
22.31,1501.7138,3684.5369,D2
208.9834,1183.5903,538.8104,D2
336.2656,579.2849,708.0726,D2
95.0124,1173.9835,1524.0085,D2
1002.5946,1774.745,1968.573,D2
270.5969,2205.8388,2339.8146,D2
704.7415,1061.502,1698.8347,D2
174.2437,504.8047,924.2068,D2
1995.5104,1926.6792,1046.8566,D2
51.8029,300.2291,556.6562,D2
2606.9985,1361.1394,868.9444,D2
129.1326,154.3736,394.3083,D2
1724.7562,1835.6593,1410.1492,D2
859.8116,483.8159,474.8933,D2
124.8908,892.3079,2337.0566,D2
126.0732,809.032,483.8443,D2
166.1984,175.1797,240.8611,D2
220.7685,502.9846,897.2994,D2
240.3909,277.0632,462.2841,D2
216.4727,559.7774,833.8608,D2
18.6181,95.5041,103.2503,D2
110.4984,913.2264,1533.5214,D2
51.7565,441.8036,446.1689,D2
32.6571,1715.521,1090.5169,D2
408.6301,485.3799,550.6546,D2
211.5864,719.1865,1080.6064,D2
665.2261,1177.4922,937.3585,D2
118.2098,244.4596,271.0285,D2
113.87,290.7431,317.0187,D2
1283.4502,683.1962,1018.2784,D2
12.1377,630.1685,338.1812,D2
402.6574,354.9273,156.889,D2
341.8238,1222.462,1122.6493,D2
195.4368,202.7507,118.2854,D2
41.8143,162.1099,198.9341,D2
576.7531,1605.4686,986.5172,D2
914.6386,2438.6801,1637.216,D2
167.498,287.5172,283.0634,D2
402.0574,694.4901,1672.4483,D2
983.7596,1197.2636,1426.3855,D2
1137.4515,984.5248,1325.5146,D2
330.0442,1882.727,2334.0297,D2
1662.6236,943.4604,680.0369,D2
337.6358,477.6366,1155.2773,D2
278.3509,1546.8727,2456.7453,D2
540.9547,310.0884,258.8007,D2
118.5545,671.0603,1471.2542,D2
28.1128,198.075,553.2854,D2
242.5329,285.39,337.1443,D2
205.633,1214.0293,3240.5479,D2
282.1679,215.267,296.5043,D2
6.6148,483.1226,327.2584,D2
652.7688,582.4981,943.3954,D2
71.9685,682.2804,1014.5502,D2
1476.2726,1657.2137,1642.4527,D2
394.4591,1340.8188,892.8008,D2
984.2707,522.5718,347.5756,D2
21.0148,2334.9782,1743.7692,D2
194.7222,140.6247,65.5624,D2
451.3566,277.4749,119.7599,D2
2028.8722,1175.1049,1689.6553,D2
199.8399,610.5982,676.0222,D2
619.8625,1599.8567,2473.0379,D2
119.1086,1884.7701,2228.8801,D2
39.1938,1990.241,1184.8688,D2
94.4068,2064.6069,1619.631,D2
1130.3109,1701.897,1953.29,D2
938.6437,578.4819,345.6179,D2
1556.0363,1610.4501,1545.4396,D2
430.9022,2529.9401,1792.3486,D2
426.5684,402.4325,663.2209,D2
1354.0344,1097.4507,686.423,D2
170.7989,2865.8055,1754.9166,D2
520.709,276.8261,424.479,D2
228.4018,556.5077,806.3721,D2
23.1151,35.2873,47.8303,D2
823.7183,1338.5212,2279.0442,D2
1732.2969,1378.763,959.5608,D2
1927.7453,1389.1028,1735.0757,D2
1873.4203,920.3962,474.1197,D2
346.2129,1122.5134,1390.8544,D2
348.3545,672.5379,591.472,D2
261.7585,706.278,606.4516,D2
579.9343,1667.5851,2053.1055,D2
448.0182,200.1901,127.287,D2
1195.4021,1087.1907,1486.3445,D2
126.7592,380.6981,297.8954,D2
1359.5675,897.2527,963.8892,D2
527.9721,356.9551,183.5603,D2
995.9129,1420.9108,1327.544,D2
527.7234,941.6698,1976.6172,D2
835.6717,1877.3996,1652.4776,D2
427.8457,395.2416,410.714,D2
236.5202,875.0874,1299.3751,D2
349.2623,1372.2945,2663.066,D2
458.6897,1768.9755,2113.3085,D2
772.5804,508.9722,426.521,D2
1040.8208,1358.69,1455.7687,D2
89.1566,44.2886,20.789,D2
151.756,716.3262,480.0733,D2
1291.2358,621.363,539.1294,D2
1822.7623,1123.4948,755.6687,D2
1258.7933,1092.2952,388.8437,D2
57.3401,64.4981,68.8383,D2
145.547,794.4673,1964.6561,D2
58.5141,262.8504,142.4004,D2
99.2411,735.4901,776.5119,D2
588.5272,2206.6682,1770.7221,D2
777.7785,1028.6871,1725.9111,D2
25.0909,929.8191,3149.0635,D2
468.1495,1070.0692,1427.1117,D2
27.0586,1629.4114,2357.8755,D2
91.3814,283.4188,750.959,D2
2441.6232,1346.5003,880.7588,D2
1050.7627,1033.0974,1291.4702,D2
515.9408,624.8978,1214.7656,D2
88.2613,1639.3713,1033.5217,D2
24.7684,1950.1108,2599.781,D2
551.823,725.4524,1118.8866,D2
232.0405,795.954,1342.8169,D2
195.5336,168.2824,181.4697,D2
711.7169,1094.4573,2738.8994,D2
895.5797,1257.1845,1315.037,D2
786.8798,1054.2479,828.2866,D2
1525.6139,696.4095,720.5011,D2
124.6194,115.7475,101.0304,D2
1665.9081,880.7702,790.4601,D2
109.4087,176.4776,221.505,D2
448.1601,470.5136,383.3542,D2
1023.9018,1038.8352,2287.869,D2
29.455,268.7802,508.9296,D2
2421.666,1094.4418,804.695,D2
1167.2987,1178.9341,1734.2532,D2
1702.1714,1464.783,1644.1229,D2
150.2045,1861.8935,2686.6167,D2
677.4851,981.442,870.6814,D2
987.3135,792.9095,862.917,D2
342.4023,671.9013,535.538,D2
1226.8418,848.7915,1247.3506,D2
384.8178,1962.1706,1064.9017,D2
6.296,455.4166,449.4527,D2
145.9257,516.1051,559.7037,D2
1115.6814,2543.8549,1297.371,D2
1182.7882,708.005,347.4142,D2
203.2248,1768.023,902.2561,D2
415.7883,1077.8738,669.8242,D2
265.4455,511.0113,350.8566,D2
12.8299,1778.5151,704.4091,D2
247.0378,135.8156,149.8234,D2
181.5108,443.3878,419.5182,D2
305.7058,456.3998,1170.7098,D2
285.7755,662.7857,1698.2504,D2
158.1704,619.1559,1061.2352,D2
466.1535,559.8261,420.3407,D2
594.952,667.7324,714.5253,D2
